"Pedido_ID";"Cliente_ID";"Vendedor_ID";"Data_Venda";"Meta_ID";"% Frete";"Cancelado";"Data_Remessa";"Periodo"
12254;86;"O3";"2019-10-09";"O3|43739";2.7;0;"2019-10-15";"2019-10-01"
12255;514;"O2";"2019-10-10";"O2|43739";2.4;0;"2019-10-16";"2019-10-01"
12256;157;"O13";"2019-10-10";"O13|43739";3.4;0;"2019-10-26";"2019-10-01"
12257;333;"O8";"2019-10-11";"O8|43739";3.0;0;"2019-10-15";"2019-10-01"
12258;229;"O9";"2019-10-11";"O9|43739";2.6;0;"2019-10-16";"2019-10-01"
12259;41;"O3";"2019-10-13";"O3|43739";2.3;0;"2019-10-16";"2019-10-01"
12260;72;"O3";"2019-10-13";"O3|43739";2.4;1;;"2019-10-01"
12261;107;"O11";"2019-10-13";"O11|43739";3.2;0;"2019-10-15";"2019-10-01"
12262;154;"O11";"2019-10-13";"O11|43739";3.2;0;"2019-10-16";"2019-10-01"
12263;163;"O11";"2019-10-13";"O11|43739";2.8;0;"2019-10-15";"2019-10-01"
12264;188;"O12";"2019-10-13";"O12|43739";2.8;0;"2019-10-19";"2019-10-01"
12265;195;"O5";"2019-10-14";"O5|43739";2.9;0;"2019-10-21";"2019-10-01"
12266;195;"O5";"2019-10-14";"O5|43739";2.9;0;"2019-10-16";"2019-10-01"
12267;141;"O5";"2019-10-15";"O5|43739";3.2;0;"2019-10-17";"2019-10-01"
12268;341;"O4";"2019-10-15";"O4|43739";3.0;0;"2019-10-18";"2019-10-01"
12269;159;"O1";"2019-10-16";"O1|43739";4.8;0;"2019-10-22";"2019-10-01"
12270;513;"O1";"2019-10-16";"O1|43739";3.7;0;"2019-11-14";"2019-10-01"
12271;130;"O7";"2019-10-16";"O7|43739";3.3;0;"2019-10-21";"2019-10-01"
12272;192;"O10";"2019-10-17";"O10|43739";2.4;0;"2019-10-21";"2019-10-01"
12273;37;"O3";"2019-10-18";"O3|43739";3.7;0;"2019-10-22";"2019-10-01"
12274;39;"O3";"2019-10-18";"O3|43739";5.0;0;"2019-10-22";"2019-10-01"
12275;224;"O9";"2019-10-18";"O9|43739";2.6;0;"2019-11-09";"2019-10-01"
12276;426;"O5";"2019-10-21";"O5|43739";2.5;1;;"2019-10-01"
12277;508;"O9";"2019-10-21";"O9|43739";3.7;0;"2019-10-27";"2019-10-01"
12278;165;"O13";"2019-10-21";"O13|43739";2.7;0;"2019-10-28";"2019-10-01"
12279;169;"O11";"2019-10-21";"O11|43739";4.4;0;"2019-10-23";"2019-10-01"
12280;178;"O11";"2019-10-21";"O11|43739";2.2;0;"2019-10-28";"2019-10-01"
12281;519;"O14";"2019-10-22";"O14|43739";3.0;0;"2019-10-26";"2019-10-01"
12282;159;"O14";"2019-10-22";"O14|43739";4.8;1;;"2019-10-01"
12283;519;"O14";"2019-10-22";"O14|43739";3.0;1;;"2019-10-01"
12284;324;"O14";"2019-10-22";"O14|43739";3.9;0;"2019-10-27";"2019-10-01"
12285;494;"O14";"2019-10-22";"O14|43739";2.4;0;"2019-10-27";"2019-10-01"
12286;209;"O14";"2019-10-22";"O14|43739";4.0;0;"2019-10-27";"2019-10-01"
12287;204;"O14";"2019-10-22";"O14|43739";3.9;0;"2019-10-26";"2019-10-01"
12288;108;"O14";"2019-10-22";"O14|43739";3.2;0;"2019-11-13";"2019-10-01"
12289;490;"O14";"2019-10-22";"O14|43739";3.4;0;"2019-10-29";"2019-10-01"
12290;220;"O14";"2019-10-22";"O14|43739";3.8;0;"2019-10-24";"2019-10-01"
12291;53;"O3";"2019-10-22";"O3|43739";2.4;0;"2019-10-28";"2019-10-01"
12292;79;"O3";"2019-10-22";"O3|43739";3.6;1;;"2019-10-01"
12293;92;"O1";"2019-10-22";"O1|43739";4.4;0;"2019-10-28";"2019-10-01"
12294;186;"O12";"2019-10-22";"O12|43739";3.0;0;"2019-10-28";"2019-10-01"
12295;251;"O4";"2019-10-23";"O4|43739";3.3;0;"2019-10-25";"2019-10-01"
12296;197;"O6";"2019-10-23";"O6|43739";2.6;0;"2019-10-28";"2019-10-01"
12297;512;"O8";"2019-10-24";"O8|43739";3.1;0;"2019-10-31";"2019-10-01"
12298;156;"O2";"2019-10-25";"O2|43739";3.4;0;"2019-10-31";"2019-10-01"
12299;114;"O13";"2019-10-27";"O13|43739";3.0;0;"2019-10-29";"2019-10-01"
12300;36;"O13";"2019-10-27";"O13|43739";3.9;0;"2019-10-29";"2019-10-01"
12301;124;"O5";"2019-10-27";"O5|43739";2.2;0;"2019-10-30";"2019-10-01"
12302;108;"O8";"2019-10-27";"O8|43739";3.2;0;"2019-11-03";"2019-10-01"
12303;516;"O10";"2019-10-27";"O10|43739";4.2;0;"2019-10-29";"2019-10-01"
12304;344;"O3";"2019-10-29";"O3|43739";3.8;0;"2019-11-02";"2019-10-01"
12305;421;"O3";"2019-10-29";"O3|43739";3.1;1;;"2019-10-01"
12306;485;"O5";"2019-10-29";"O5|43739";2.5;0;"2019-11-03";"2019-10-01"
12307;208;"O14";"2019-10-30";"O14|43739";3.8;0;"2019-11-02";"2019-10-01"
12308;242;"O14";"2019-10-30";"O14|43739";2.3;0;"2019-11-05";"2019-10-01"
12309;100;"O9";"2019-10-31";"O9|43739";4.4;0;"2019-11-06";"2019-10-01"
12310;147;"O7";"2019-10-31";"O7|43739";3.2;0;"2019-12-06";"2019-10-01"
12311;178;"O7";"2019-10-31";"O7|43739";2.2;1;;"2019-10-01"
12312;199;"O6";"2019-10-31";"O6|43739";4.1;0;"2019-11-02";"2019-10-01"
12313;241;"O4";"2019-11-01";"O4|43770";4.5;0;"2019-11-08";"2019-11-01"
12314;386;"O14";"2019-11-02";"O14|43770";2.4;1;;"2019-11-01"
12315;89;"O14";"2019-11-02";"O14|43770";3.6;0;"2019-11-09";"2019-11-01"
12316;257;"O8";"2019-11-03";"O8|43770";3.1;0;"2019-11-08";"2019-11-01"
12317;188;"O13";"2019-11-03";"O13|43770";2.8;0;"2019-11-07";"2019-11-01"
12318;19;"O3";"2019-11-04";"O3|43770";3.1;0;"2019-11-11";"2019-11-01"
12319;19;"O3";"2019-11-04";"O3|43770";3.1;0;"2019-11-19";"2019-11-01"
12320;434;"O3";"2019-11-04";"O3|43770";3.8;0;"2019-11-07";"2019-11-01"
12321;28;"O3";"2019-11-04";"O3|43770";4.0;0;"2019-11-11";"2019-11-01"
12322;130;"O7";"2019-11-05";"O7|43770";3.4;0;"2019-11-10";"2019-11-01"
12323;175;"O11";"2019-11-05";"O11|43770";2.7;0;"2019-11-11";"2019-11-01"
12324;187;"O12";"2019-11-05";"O12|43770";2.8;0;"2019-11-07";"2019-11-01"
12325;30;"O1";"2019-11-06";"O1|43770";3.9;0;"2019-11-12";"2019-11-01"
12326;508;"O10";"2019-11-06";"O10|43770";3.7;0;"2019-11-12";"2019-11-01"
12327;455;"O5";"2019-11-08";"O5|43770";3.3;0;"2019-11-11";"2019-11-01"
12328;125;"O5";"2019-11-08";"O5|43770";2.2;0;"2019-11-13";"2019-11-01"
12329;159;"O1";"2019-11-09";"O1|43770";4.8;0;"2019-11-13";"2019-11-01"
12330;515;"O1";"2019-11-09";"O1|43770";4.2;0;"2019-11-13";"2019-11-01"
12331;74;"O14";"2019-11-09";"O14|43770";3.0;0;"2019-11-11";"2019-11-01"
12332;346;"O14";"2019-11-09";"O14|43770";3.1;0;"2019-11-11";"2019-11-01"
12333;236;"O2";"2019-11-09";"O2|43770";2.5;0;"2019-11-16";"2019-11-01"
12334;90;"O3";"2019-11-10";"O3|43770";3.6;0;"2019-11-12";"2019-11-01"
12335;91;"O3";"2019-11-10";"O3|43770";2.2;0;"2019-11-13";"2019-11-01"
12336;126;"O6";"2019-11-10";"O6|43770";3.7;0;"2019-11-14";"2019-11-01"
12337;36;"O2";"2019-11-12";"O2|43770";3.9;0;"2019-11-16";"2019-11-01"
12338;157;"O4";"2019-11-12";"O4|43770";3.4;0;"2019-11-17";"2019-11-01"
12339;157;"O4";"2019-11-12";"O4|43770";3.4;0;"2019-11-15";"2019-11-01"
12340;178;"O2";"2019-11-12";"O2|43770";2.2;0;"2019-11-15";"2019-11-01"
12341;219;"O6";"2019-11-13";"O6|43770";2.5;0;"2019-11-18";"2019-11-01"
12342;305;"O14";"2019-11-14";"O14|43770";3.7;0;"2019-11-18";"2019-11-01"
12343;89;"O14";"2019-11-14";"O14|43770";3.6;0;"2019-11-19";"2019-11-01"
12344;228;"O9";"2019-11-14";"O9|43770";3.4;0;"2019-11-19";"2019-11-01"
12345;37;"O5";"2019-11-14";"O5|43770";3.7;1;;"2019-11-01"
12346;148;"O7";"2019-11-15";"O7|43770";3.3;0;"2019-11-19";"2019-11-01"
12347;115;"O13";"2019-11-16";"O13|43770";3.7;0;"2019-11-21";"2019-11-01"
12348;122;"O11";"2019-11-16";"O11|43770";1.6;0;"2019-11-22";"2019-11-01"
12349;166;"O11";"2019-11-16";"O11|43770";1.5;0;"2019-11-21";"2019-11-01"
12350;510;"O8";"2019-11-17";"O8|43770";3.7;0;"2019-11-23";"2019-11-01"
12351;190;"O5";"2019-11-18";"O5|43770";2.4;0;"2019-11-25";"2019-11-01"
12352;213;"O12";"2019-11-19";"O12|43770";4.6;0;"2019-11-23";"2019-11-01"
12353;436;"O14";"2019-11-20";"O14|43770";3.1;0;"2019-11-27";"2019-11-01"
12354;72;"O14";"2019-11-20";"O14|43770";2.4;1;;"2019-11-01"
12355;159;"O14";"2019-11-20";"O14|43770";4.8;0;"2019-11-25";"2019-11-01"
12356;232;"O14";"2019-11-20";"O14|43770";4.6;0;"2019-11-24";"2019-11-01"
12357;228;"O14";"2019-11-20";"O14|43770";3.4;0;"2019-11-27";"2019-11-01"
12358;206;"O14";"2019-11-20";"O14|43770";2.7;1;;"2019-11-01"
12359;27;"O14";"2019-11-20";"O14|43770";2.7;0;"2019-12-04";"2019-11-01"
12360;206;"O14";"2019-11-20";"O14|43770";2.7;0;"2019-12-08";"2019-11-01"
12361;481;"O14";"2019-11-20";"O14|43770";3.8;0;"2019-11-22";"2019-11-01"
12362;212;"O14";"2019-11-20";"O14|43770";4.2;0;"2019-11-23";"2019-11-01"
12363;448;"O14";"2019-11-20";"O14|43770";3.8;0;"2019-11-22";"2019-11-01"
12364;420;"O14";"2019-11-20";"O14|43770";3.9;0;"2019-11-26";"2019-11-01"
12365;183;"O10";"2019-11-20";"O10|43770";2.8;0;"2019-12-04";"2019-11-01"
12366;17;"O3";"2019-11-21";"O3|43770";3.8;0;"2019-12-23";"2019-11-01"
12367;25;"O3";"2019-11-21";"O3|43770";4.6;0;"2019-11-26";"2019-11-01"
12368;80;"O1";"2019-11-21";"O1|43770";3.5;0;"2019-11-26";"2019-11-01"
12369;367;"O7";"2019-11-23";"O7|43770";4.7;0;"2019-12-02";"2019-11-01"
12370;293;"O7";"2019-11-23";"O7|43770";3.0;0;"2019-11-26";"2019-11-01"
12371;132;"O11";"2019-11-23";"O11|43770";3.0;0;"2019-11-28";"2019-11-01"
12372;165;"O13";"2019-11-23";"O13|43770";2.7;0;"2019-11-30";"2019-11-01"
12373;505;"O11";"2019-11-23";"O11|43770";3.9;0;"2019-11-30";"2019-11-01"
12374;190;"O5";"2019-11-23";"O5|43770";2.4;0;"2019-11-25";"2019-11-01"
12375;348;"O4";"2019-11-24";"O4|43770";5.0;0;"2019-12-01";"2019-11-01"
12376;156;"O2";"2019-11-24";"O2|43770";3.4;1;;"2019-11-01"
12377;126;"O6";"2019-11-25";"O6|43770";3.7;0;"2019-11-27";"2019-11-01"
12378;226;"O8";"2019-11-25";"O8|43770";4.0;0;"2019-12-01";"2019-11-01"
12379;58;"O14";"2019-11-26";"O14|43770";3.4;0;"2019-12-03";"2019-11-01"
12380;300;"O14";"2019-11-26";"O14|43770";3.2;0;"2019-12-02";"2019-11-01"
12381;26;"O3";"2019-11-27";"O3|43770";3.9;0;"2019-12-02";"2019-11-01"
12382;38;"O3";"2019-11-27";"O3|43770";3.8;0;"2019-12-01";"2019-11-01"
12383;216;"O9";"2019-11-27";"O9|43770";4.5;0;"2019-12-03";"2019-11-01"
12384;101;"O12";"2019-11-28";"O12|43770";4.3;0;"2019-12-02";"2019-11-01"
12385;158;"O4";"2019-11-29";"O4|43770";3.4;0;"2019-12-05";"2019-11-01"
12386;214;"O10";"2019-11-29";"O10|43770";2.3;0;"2019-12-02";"2019-11-01"
12387;291;"O14";"2019-11-30";"O14|43770";4.4;0;"2019-12-04";"2019-11-01"
12388;53;"O14";"2019-11-30";"O14|43770";2.4;1;;"2019-11-01"
12389;6;"O14";"2019-11-30";"O14|43770";3.1;0;"2019-12-06";"2019-11-01"
12390;145;"O14";"2019-11-30";"O14|43770";4.8;0;"2019-12-03";"2019-11-01"
12391;453;"O14";"2019-11-30";"O14|43770";3.0;0;"2019-12-05";"2019-11-01"
12392;153;"O14";"2019-11-30";"O14|43770";2.8;0;"2019-12-06";"2019-11-01"
12393;465;"O14";"2019-11-30";"O14|43770";4.0;0;"2019-12-07";"2019-11-01"
12394;476;"O14";"2019-11-30";"O14|43770";2.5;0;"2019-12-03";"2019-11-01"
12395;496;"O1";"2019-11-30";"O1|43770";3.0;0;"2019-12-06";"2019-11-01"
12396;329;"O8";"2019-11-30";"O8|43770";3.1;0;"2019-12-07";"2019-11-01"
12397;59;"O3";"2019-12-01";"O3|43800";4.0;0;"2019-12-05";"2019-12-01"
12398;412;"O3";"2019-12-01";"O3|43800";3.8;0;"2019-12-06";"2019-12-01"
12399;201;"O13";"2019-12-01";"O13|43800";2.6;0;"2019-12-08";"2019-12-01"
12400;191;"O5";"2019-12-03";"O5|43800";2.4;1;;"2019-12-01"
12401;135;"O11";"2019-12-04";"O11|43800";3.1;0;"2019-12-11";"2019-12-01"
12402;180;"O11";"2019-12-04";"O11|43800";2.2;0;"2019-12-08";"2019-12-01"
12403;191;"O5";"2019-12-05";"O5|43800";2.4;1;;"2019-12-01"
12404;461;"O6";"2019-12-05";"O6|43800";3.7;0;"2019-12-08";"2019-12-01"
12405;68;"O7";"2019-12-06";"O7|43800";2.9;0;"2019-12-12";"2019-12-01"
12406;512;"O11";"2019-12-07";"O11|43800";3.1;0;"2019-12-10";"2019-12-01"
12407;487;"O11";"2019-12-07";"O11|43800";2.4;0;"2019-12-09";"2019-12-01"
12408;146;"O4";"2019-12-08";"O4|43800";3.2;0;"2019-12-24";"2019-12-01"
12409;221;"O9";"2019-12-08";"O9|43800";3.7;0;"2019-12-13";"2019-12-01"
12410;224;"O14";"2019-12-09";"O14|43800";2.6;0;"2019-12-15";"2019-12-01"
12411;395;"O14";"2019-12-09";"O14|43800";1.7;0;"2019-12-15";"2019-12-01"
12412;310;"O2";"2019-12-09";"O2|43800";4.2;0;"2019-12-15";"2019-12-01"
12413;45;"O1";"2019-12-10";"O1|43800";3.9;0;"2019-12-12";"2019-12-01"
12414;83;"O8";"2019-12-10";"O8|43800";4.1;0;"2019-12-14";"2019-12-01"
12415;135;"O11";"2019-12-12";"O11|43800";3.1;1;;"2019-12-01"
12416;36;"O4";"2019-12-12";"O4|43800";3.9;0;"2019-12-17";"2019-12-01"
12417;178;"O4";"2019-12-12";"O4|43800";2.2;0;"2019-12-15";"2019-12-01"
12418;180;"O11";"2019-12-12";"O11|43800";2.2;0;"2019-12-16";"2019-12-01"
12419;185;"O12";"2019-12-12";"O12|43800";3.0;1;;"2019-12-01"
12420;243;"O6";"2019-12-13";"O6|43800";4.0;0;"2019-12-15";"2019-12-01"
12421;90;"O3";"2019-12-13";"O3|43800";3.6;0;"2019-12-16";"2019-12-01"
12422;91;"O3";"2019-12-13";"O3|43800";2.2;0;"2019-12-15";"2019-12-01"
12423;192;"O10";"2019-12-13";"O10|43800";2.4;0;"2019-12-15";"2019-12-01"
12424;192;"O5";"2019-12-13";"O5|43800";2.4;0;"2019-12-17";"2019-12-01"
12425;192;"O10";"2019-12-13";"O10|43800";2.4;0;"2019-12-16";"2019-12-01"
12426;192;"O5";"2019-12-13";"O5|43800";2.4;0;"2019-12-18";"2019-12-01"
12427;192;"O10";"2019-12-13";"O10|43800";2.4;0;"2019-12-20";"2019-12-01"
12428;192;"O5";"2019-12-13";"O5|43800";2.4;1;;"2019-12-01"
12429;192;"O10";"2019-12-13";"O10|43800";2.4;0;"2019-12-20";"2019-12-01"
12430;71;"O1";"2019-12-14";"O1|43800";2.7;0;"2019-12-19";"2019-12-01"
12431;203;"O13";"2019-12-14";"O13|43800";2.4;0;"2019-12-18";"2019-12-01"
12432;218;"O13";"2019-12-14";"O13|43800";3.0;1;;"2019-12-01"
12433;208;"O2";"2019-12-14";"O2|43800";3.8;0;"2020-01-08";"2019-12-01"
12434;178;"O2";"2019-12-14";"O2|43800";2.2;0;"2019-12-16";"2019-12-01"
12435;192;"O5";"2019-12-15";"O5|43800";2.4;0;"2019-12-18";"2019-12-01"
12436;174;"O11";"2019-12-16";"O11|43800";2.7;0;"2019-12-21";"2019-12-01"
12437;243;"O7";"2019-12-17";"O7|43800";4.0;0;"2019-12-20";"2019-12-01"
12438;281;"O7";"2019-12-17";"O7|43800";2.5;0;"2019-12-24";"2019-12-01"
12439;222;"O9";"2019-12-18";"O9|43800";4.4;0;"2020-01-23";"2019-12-01"
12440;126;"O6";"2019-12-18";"O6|43800";3.7;0;"2019-12-23";"2019-12-01"
12441;227;"O5";"2019-12-18";"O5|43800";3.3;0;"2019-12-21";"2019-12-01"
12442;443;"O3";"2019-12-19";"O3|43800";3.7;0;"2020-01-13";"2019-12-01"
12443;73;"O3";"2019-12-19";"O3|43800";2.2;0;"2020-01-08";"2019-12-01"
12444;409;"O13";"2019-12-20";"O13|43800";3.2;0;"2020-01-20";"2019-12-01"
12445;188;"O12";"2019-12-21";"O12|43800";2.8;0;"2019-12-26";"2019-12-01"
12446;298;"O14";"2019-12-22";"O14|43800";3.1;0;"2019-12-25";"2019-12-01"
12447;13;"O14";"2019-12-22";"O14|43800";3.4;0;"2019-12-26";"2019-12-01"
12448;159;"O14";"2019-12-22";"O14|43800";4.8;0;"2019-12-29";"2019-12-01"
12449;145;"O14";"2019-12-22";"O14|43800";4.8;0;"2019-12-29";"2019-12-01"
12450;37;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-26";"2019-12-01"
12451;117;"O14";"2019-12-22";"O14|43800";4.4;0;"2019-12-25";"2019-12-01"
12452;56;"O14";"2019-12-22";"O14|43800";3.2;0;"2020-01-21";"2019-12-01"
12453;369;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-28";"2019-12-01"
12454;471;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-29";"2019-12-01"
12455;506;"O14";"2019-12-22";"O14|43800";2.4;0;"2020-01-01";"2019-12-01"
12456;514;"O14";"2019-12-22";"O14|43800";2.4;0;"2019-12-24";"2019-12-01"
12457;226;"O14";"2019-12-22";"O14|43800";4.0;0;"2019-12-28";"2019-12-01"
12458;217;"O14";"2019-12-22";"O14|43800";3.1;0;"2019-12-28";"2019-12-01"
12459;284;"O14";"2019-12-22";"O14|43800";3.8;0;"2019-12-29";"2019-12-01"
12460;468;"O14";"2019-12-22";"O14|43800";3.3;0;"2019-12-24";"2019-12-01"
12461;458;"O14";"2019-12-22";"O14|43800";1.7;0;"2020-01-18";"2019-12-01"
12462;438;"O14";"2019-12-22";"O14|43800";3.0;0;"2019-12-25";"2019-12-01"
12463;58;"O14";"2019-12-22";"O14|43800";3.4;0;"2020-01-01";"2019-12-01"
12464;308;"O14";"2019-12-22";"O14|43800";2.9;0;"2019-12-29";"2019-12-01"
12465;228;"O14";"2019-12-22";"O14|43800";3.4;0;"2019-12-25";"2019-12-01"
12466;92;"O14";"2019-12-22";"O14|43800";4.4;1;;"2019-12-01"
12467;212;"O14";"2019-12-22";"O14|43800";4.2;0;"2019-12-28";"2019-12-01"
12468;512;"O14";"2019-12-22";"O14|43800";3.1;0;"2019-12-29";"2019-12-01"
12469;84;"O14";"2019-12-22";"O14|43800";4.0;0;"2019-12-26";"2019-12-01"
12470;513;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-26";"2019-12-01"
12471;514;"O14";"2019-12-22";"O14|43800";2.4;0;"2019-12-25";"2019-12-01"
12472;87;"O14";"2019-12-22";"O14|43800";3.0;0;"2019-12-26";"2019-12-01"
12473;219;"O14";"2019-12-22";"O14|43800";2.5;0;"2019-12-27";"2019-12-01"
12474;231;"O14";"2019-12-22";"O14|43800";3.0;0;"2019-12-29";"2019-12-01"
12475;509;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-24";"2019-12-01"
12476;13;"O14";"2019-12-22";"O14|43800";3.4;0;"2019-12-28";"2019-12-01"
12477;76;"O14";"2019-12-22";"O14|43800";4.0;0;"2019-12-24";"2019-12-01"
12478;221;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-29";"2019-12-01"
12479;517;"O14";"2019-12-22";"O14|43800";4.2;1;;"2019-12-01"
12480;87;"O14";"2019-12-22";"O14|43800";3.0;0;"2019-12-27";"2019-12-01"
12481;205;"O14";"2019-12-22";"O14|43800";3.3;0;"2019-12-28";"2019-12-01"
12482;504;"O14";"2019-12-22";"O14|43800";3.9;0;"2020-01-24";"2019-12-01"
12483;224;"O14";"2019-12-22";"O14|43800";2.6;0;"2019-12-24";"2019-12-01"
12484;202;"O14";"2019-12-22";"O14|43800";4.4;1;;"2019-12-01"
12485;78;"O14";"2019-12-22";"O14|43800";4.4;0;"2019-12-25";"2019-12-01"
12486;508;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-24";"2019-12-01"
12487;6;"O14";"2019-12-22";"O14|43800";3.3;0;"2019-12-29";"2019-12-01"
12488;159;"O14";"2019-12-22";"O14|43800";4.8;0;"2019-12-24";"2019-12-01"
12489;3;"O14";"2019-12-22";"O14|43800";4.2;0;"2019-12-27";"2019-12-01"
12490;337;"O14";"2019-12-22";"O14|43800";5.0;0;"2019-12-28";"2019-12-01"
12491;402;"O14";"2019-12-22";"O14|43800";3.8;0;"2019-12-29";"2019-12-01"
12492;84;"O14";"2019-12-22";"O14|43800";4.0;0;"2019-12-27";"2019-12-01"
12493;512;"O14";"2019-12-22";"O14|43800";3.1;0;"2019-12-27";"2019-12-01"
12494;508;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-25";"2019-12-01"
12495;479;"O14";"2019-12-22";"O14|43800";2.5;0;"2019-12-26";"2019-12-01"
12496;512;"O14";"2019-12-22";"O14|43800";3.1;1;;"2019-12-01"
12497;499;"O14";"2019-12-22";"O14|43800";3.9;0;"2020-01-11";"2019-12-01"
12498;346;"O14";"2019-12-22";"O14|43800";3.1;1;;"2019-12-01"
12499;16;"O14";"2019-12-22";"O14|43800";2.4;1;;"2019-12-01"
12500;354;"O14";"2019-12-22";"O14|43800";4.3;0;"2019-12-26";"2019-12-01"
12501;87;"O14";"2019-12-22";"O14|43800";3.0;0;"2019-12-25";"2019-12-01"
12502;221;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-28";"2019-12-01"
12503;511;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-26";"2019-12-01"
12504;213;"O14";"2019-12-22";"O14|43800";4.6;1;;"2019-12-01"
12505;520;"O14";"2019-12-22";"O14|43800";3.0;0;"2019-12-28";"2019-12-01"
12506;145;"O14";"2019-12-22";"O14|43800";4.8;1;;"2019-12-01"
12507;491;"O14";"2019-12-22";"O14|43800";2.4;0;"2019-12-28";"2019-12-01"
12508;228;"O14";"2019-12-22";"O14|43800";3.4;0;"2019-12-28";"2019-12-01"
12509;229;"O14";"2019-12-22";"O14|43800";2.6;0;"2020-01-10";"2019-12-01"
12510;374;"O14";"2019-12-22";"O14|43800";5.0;0;"2019-12-28";"2019-12-01"
12511;233;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-29";"2019-12-01"
12512;49;"O14";"2019-12-22";"O14|43800";4.2;0;"2019-12-28";"2019-12-01"
12513;84;"O14";"2019-12-22";"O14|43800";4.0;1;;"2019-12-01"
12514;492;"O14";"2019-12-22";"O14|43800";2.4;0;"2019-12-24";"2019-12-01"
12515;502;"O14";"2019-12-22";"O14|43800";3.9;0;"2019-12-28";"2019-12-01"
12516;474;"O14";"2019-12-22";"O14|43800";4.4;0;"2019-12-27";"2019-12-01"
12517;513;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-27";"2019-12-01"
12518;356;"O14";"2019-12-22";"O14|43800";2.5;0;"2019-12-24";"2019-12-01"
12519;356;"O14";"2019-12-22";"O14|43800";2.5;0;"2019-12-29";"2019-12-01"
12520;205;"O14";"2019-12-22";"O14|43800";3.3;0;"2019-12-28";"2019-12-01"
12521;204;"O14";"2019-12-22";"O14|43800";3.9;0;"2019-12-29";"2019-12-01"
12522;37;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-27";"2019-12-01"
12523;202;"O14";"2019-12-22";"O14|43800";4.4;0;"2019-12-24";"2019-12-01"
12524;512;"O14";"2019-12-22";"O14|43800";3.1;0;"2019-12-28";"2019-12-01"
12525;108;"O14";"2019-12-22";"O14|43800";3.2;0;"2019-12-26";"2019-12-01"
12526;228;"O14";"2019-12-22";"O14|43800";3.4;0;"2019-12-24";"2019-12-01"
12527;317;"O14";"2019-12-22";"O14|43800";2.8;0;"2019-12-28";"2019-12-01"
12528;502;"O14";"2019-12-22";"O14|43800";3.9;0;"2019-12-26";"2019-12-01"
12529;49;"O14";"2019-12-22";"O14|43800";4.4;0;"2019-12-28";"2019-12-01"
12530;13;"O14";"2019-12-22";"O14|43800";3.4;0;"2019-12-28";"2019-12-01"
12531;102;"O14";"2019-12-22";"O14|43800";2.8;0;"2019-12-25";"2019-12-01"
12532;48;"O14";"2019-12-22";"O14|43800";3.3;0;"2019-12-27";"2019-12-01"
12533;28;"O14";"2019-12-22";"O14|43800";4.0;0;"2019-12-29";"2019-12-01"
12534;145;"O14";"2019-12-22";"O14|43800";4.8;0;"2019-12-28";"2019-12-01"
12535;37;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-29";"2019-12-01"
12536;84;"O14";"2019-12-22";"O14|43800";4.0;0;"2019-12-28";"2019-12-01"
12537;511;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-27";"2019-12-01"
12538;448;"O14";"2019-12-22";"O14|43800";3.8;0;"2019-12-27";"2019-12-01"
12539;513;"O14";"2019-12-22";"O14|43800";3.7;0;"2020-01-24";"2019-12-01"
12540;172;"O14";"2019-12-22";"O14|43800";4.0;0;"2019-12-24";"2019-12-01"
12541;92;"O14";"2019-12-22";"O14|43800";4.4;0;"2019-12-28";"2019-12-01"
12542;172;"O14";"2019-12-22";"O14|43800";4.0;0;"2019-12-26";"2019-12-01"
12543;56;"O14";"2019-12-22";"O14|43800";3.2;0;"2019-12-28";"2019-12-01"
12544;87;"O14";"2019-12-22";"O14|43800";3.0;0;"2020-01-18";"2019-12-01"
12545;212;"O14";"2019-12-22";"O14|43800";4.2;1;;"2019-12-01"
12546;229;"O14";"2019-12-22";"O14|43800";2.6;0;"2020-01-08";"2019-12-01"
12547;317;"O14";"2019-12-22";"O14|43800";4.4;0;"2019-12-27";"2019-12-01"
12548;206;"O14";"2019-12-22";"O14|43800";2.7;0;"2019-12-28";"2019-12-01"
12549;451;"O14";"2019-12-22";"O14|43800";2.9;0;"2019-12-28";"2019-12-01"
12550;221;"O14";"2019-12-22";"O14|43800";3.7;0;"2019-12-26";"2019-12-01"
12551;516;"O14";"2019-12-22";"O14|43800";4.2;0;"2019-12-24";"2019-12-01"
12552;32;"O14";"2019-12-22";"O14|43800";3.1;0;"2019-12-29";"2019-12-01"
12553;518;"O14";"2019-12-22";"O14|43800";4.2;1;;"2019-12-01"
